type,title,director,cast,country,rating,listed_in,release_year,day,month,year,kcluster
movie,soekarno,hanung bramantyo,"ario bayu, lukman sardi, maudy koesnaedi, tanta ginting, tika bravani, emir mahira, sujiwo tedjo, ayu laksmi, matias muchus",indonesia,tv-ma,"dramas, international movies",2013,5,1,2019,2
movie,solo con tu pareja,alfonso cuarón,"luis de icaza, dobrina liubomirova, isabel benet, claudia fernandez, luz maría jerez, claudia ramírez, astrid hadad, toshiro hisaki, daniel giménez cacho, carlos nakasone, ricardo dalmacci, nevil wilton, john keyser, raúl valerio, monserrat ontiveros, daniel gimenez cacho",mexico,nr,"comedies, independent movies, international movies",1991,1,9,2018,1
movie,solo: a star wars story,ron howard,"alden ehrenreich, woody harrelson, emilia clarke, donald glover, joonas suotamo, thandie newton, phoebe waller-bridge, paul bettany",united states,pg-13,"action & adventure, children & family movies, sci-fi & fantasy",2018,9,1,2019,3
movie,solo: a star wars story (spanish version),ron howard,"alden ehrenreich, woody harrelson, emilia clarke, donald glover, joonas suotamo, thandie newton, phoebe waller-bridge, paul bettany",united states,pg-13,"action & adventure, children & family movies, sci-fi & fantasy",2018,9,1,2019,3
movie,solomon kane,michael j. bassett,"james purefoy, pete postlethwaite, rachel hurd-wood, alice krige, jason flemyng, mackenzie crook, patrick hurd-wood, max von sydow","czech republic, united kingdom, france",r,"action & adventure, international movies, sci-fi & fantasy",2009,15,2,2018,3
movie,some freaks,ian macallister-mcdonald,"thomas mann, lily mae harrington, ely henry, lachlan buchanan, marin ireland, john thorsen, stephen thorne, shannon hartman",united states,tv-ma,"dramas, romantic movies",2017,18,12,2017,3
movie,something's gotta give,nancy meyers,"jack nicholson, diane keaton, keanu reeves, frances mcdormand, amanda peet, jon favreau, paul michael glaser, rachel ticotin",united states,pg-13,"comedies, romantic movies",2003,1,8,2019,1
movie,son of a gun,julius avery,"ewan mcgregor, brenton thwaites, alicia vikander, jacek koman, matt nable, tom budge, eddie baroo, nash edgerton","australia, united kingdom, canada",r,"action & adventure, dramas, independent movies",2014,19,7,2018,3
movie,sons of ben,jeffrey c. bell,sons of ben,united states,nr,"documentaries, sports movies",2016,10,12,2016,3
movie,soul surfer,sean mcnamara,"annasophia robb, helen hunt, dennis quaid, carrie underwood, kevin sorbo, ross thomas, chris brochu, lorraine nicholson, jeremy sumpter, sonya balmores, craig t. nelson, mark kubr, kim morgan greene, titus kinimaka, branscombe richmond, sonya balmores chung, kimberly-rose wolter, john philbin, david chokachi, wesley mann",united states,pg,"dramas, faith & spirituality, sports movies",2011,17,5,2020,3
movie,soul to keep,"david allensworth, monière","sandra mae frank, aurora heimbach, craig fogel, tony spitz, jordan theodore, kate rose reynolds, jessie jordan, derek long, sophia getz, amelia sheeler",united states,tv-ma,"horror movies, independent movies",2019,1,7,2019,2
movie,sour grapes,"jerry rothwell, reuben atlas",sour grapes,united kingdom,nr,documentaries,2016,18,11,2016,3
tv show,space racers,richard schweigerjulian cohen,"yuri lowenthal, meyer deleeuw, johnny yong bosch, phil lollar, alicyn packard, melissa hutchison, joseph j. terry, danny katiana, katie leigh",united states,tv-y,kids' tv,2014,31,3,2020,4
movie,sparkle,sam o'steen,"tony king, mary alice, irene cara, dorian harewood, paul lambert, beatrice winde, lonette mckee",united states,pg,"dramas, music & musicals",1976,1,11,2019,0
movie,speech & debate,dan harris,"liam james, sarah steele, austin mckenzie, roger bart, janeane garofalo, wendi mclendon-covey, kal penn, kimberly williams-paisley, skylar astin, edgar arreola, sarah baker",united states,pg-13,"comedies, dramas, independent movies",2017,6,7,2017,2
movie,speed is my need,mark sloper,speed is my need,united kingdom,tv-14,"documentaries, sports movies",2019,9,1,2020,3
movie,spider-man 3,sam raimi,"tobey maguire, kirsten dunst, james franco, thomas haden church, topher grace, bryce dallas howard, rosemary harris, j.k. simmons, james cromwell, theresa russell, dylan baker, bill nunn, bruce campbell, elizabeth banks",united states,pg-13,"action & adventure, sci-fi & fantasy",2007,1,11,2019,1
movie,spider-man: into the spider-verse,"peter ramsey, rodney rothman, bob persichetti","shameik moore, jake johnson, hailee steinfeld, brian tyree henry, lauren vélez, mahershala ali, lily tomlin, kathryn hahn, liev schreiber, kimiko glenn, nicolas cage, john mulaney",united states,pg,"action & adventure, comedies",2018,26,6,2019,4
movie,spitfire: the plane that saved the world,"david fairhead, anthony palmer",charles dance,united kingdom,tv-14,documentaries,2018,1,11,2019,2
tv show,splash and bubbles,john tartaglia,"john tartaglia, leslie carrara-rudolph, raymond carr, aymee garcia",united states,tv-y,kids' tv,2018,13,8,2018,3
movie,spotlight,tom mccarthy,"mark ruffalo, michael keaton, rachel mcadams, liev schreiber, john slattery, brian d'arcy james, stanley tucci, billy crudup, paul guilfoyle, jamey sheridan",united states,r,"dramas, independent movies",2015,22,7,2020,4
movie,spring breakers,harmony korine,"james franco, vanessa hudgens, selena gomez, ashley benson, rachel korine, jeff jarrett, gucci mane, heather morris, ash lendzion, emma holzer","united states, france",r,"comedies, cult movies, dramas",2012,10,1,2021,3
movie,sprinter,storm saulter,"dale elliott, kadeem wilson, dennis titus, david alan grier, shantol jackson, lorraine toussaint, bryshere gray, quera south, aiden moodie","jamaica, united states",tv-ma,"dramas, international movies, sports movies",2018,15,4,2020,3
movie,spy kids,robert rodriguez,"antonio banderas, carla gugino, alan cumming, teri hatcher, cheech marin, danny trejo, robert patrick, tony shalhoub, alexa penavega, daryl sabara",united states,pg,"children & family movies, comedies",2001,1,4,2019,1
movie,spy kids 2: the island of lost dreams,robert rodriguez,"antonio banderas, carla gugino, alexa penavega, daryl sabara, steve buscemi, mike judge, danny trejo, cheech marin, matt o'leary, emily osment, ricardo montalban, holland taylor, alan cumming",united states,pg,"children & family movies, comedies",2002,8,3,2019,1
movie,spy kids 3: game over,robert rodriguez,"daryl sabara, sylvester stallone, ricardo montalban, alexa penavega",united states,pg,"children & family movies, comedies",2003,1,4,2019,1
movie,spy time,javier ruiz caldera,"imanol arias, quim gutiérrez, alexandra jiménez, berto romero, carlos areces, eduardo gómez, dani el rojo, emilio gutiérrez caba, rossy de palma, sílvia abril",spain,tv-ma,"action & adventure, comedies, international movies",2015,1,6,2016,2
movie,st. agatha,darren lynn bousman,"sabrina kern, carolyn hennesy, courtney halverson, shaun fletcher, lindsay seim, hannah fierman, trin miller, seth michaels, justin miles",united states,tv-ma,"horror movies, independent movies",2018,8,8,2019,2
movie,staged killer,christopher ray,"chrishell hartley, jason dolley, darrin dewitt henson, nicole bilderback, charlie o'connell, chasty ballesteros, lyman chen, declan joyce, frank rossi, josh nuncio",united states,tv-14,thrillers,2019,28,6,2019,4
movie,standoff,adam alleca,"thomas jane, laurence fishburne, joanna douglas, john tench, ted atherton, jim watson, ella ballentine",canada,r,action & adventure,2015,11,12,2018,3
movie,star men,alison e. rose,star men,"canada, united states, united kingdom",tv-14,documentaries,2015,5,2,2017,2
movie,star wars: episode viii: the last jedi,rian johnson,"mark hamill, carrie fisher, adam driver, daisy ridley, john boyega, oscar isaac, andy serkis, lupita nyong'o, domhnall gleeson, anthony daniels, gwendoline christie, kelly marie tran, laura dern, frank oz, benicio del toro, warwick davis, noah segan, jimmy vee, joonas suotamo, joseph gordon-levitt, tim rose, paul kasey, matthew sharp, adrian edmondson, amanda lawrence, justin theroux",united states,pg-13,"action & adventure, children & family movies, sci-fi & fantasy",2017,26,6,2018,4
movie,starred up,david mackenzie,"jack o'connell, ben mendelsohn, rupert friend, sam spruell, anthony welsh, david ajala, peter ferdinando, gershwyn eustache jnr, ashley chin, raphael sowole, gilly gilchrist, tommy mcdonnell",united kingdom,tv-ma,"dramas, independent movies, international movies",2013,29,8,2019,4
tv show,station horizon,pierre-adrian irléromain graf,"bernard yerlès, roland vouilloz, gaspard boesch, alexandra vandernoot, marie fontannaz, lavinia longhi, baptiste gilliéron",switzerland,tv-ma,"international tv shows, tv comedies, tv dramas",2015,1,9,2016,2
movie,stealing history,"ola flyum, david hebditch",nicolas hope,united states,tv-pg,"documentaries, international movies",2006,1,7,2016,1
movie,step brothers,adam mckay,"will ferrell, john c. reilly, mary steenburgen, richard jenkins, adam scott, kathryn hahn, andrea savage, lurie poston, elizabeth yozamp, logan manus, rob riggle",united states,r,comedies,2008,1,11,2019,1
movie,step outside,wael ihsan,"kareem mahmoud abdel aziz, khaled el sawy, ahmed fathy, malak koura, ashraf abdel baqi",egypt,tv-14,"comedies, international movies",2018,6,6,2019,2
movie,stephanie,akiva goldsman,"shree cooks, frank grillo, anna torv",united states,r,horror movies,2017,1,9,2018,2
movie,sthaniya sambaad,"arjun gourisaria, moinak biswas",suman mukhopadhyay,india,tv-14,"dramas, international movies",2010,15,3,2018,3
movie,still,"chatchai katenut, manussa vorasingha, tanwarin sukkhapisit, poj arnon","mai charoenpura, akara amarttayakul, supakson chaimongkol, kachapa toncharoen, wiradit srimalai, vasana chalakorn, ratchanont sukpragawp, arisara thongborisut",thailand,tv-ma,"horror movies, international movies",2010,14,9,2018,3
movie,stink!,jon j. whelan,jeffrey hollender,united states,tv-pg,documentaries,2015,1,11,2018,2
movie,stonehearst asylum,brad anderson,"kate beckinsale, jim sturgess, david thewlis, brendan gleeson, ben kingsley, michael caine, jason flemyng, sophie kennedy clark, sinéad cusack, edmund kingsley",united states,pg-13,"horror movies, thrillers",2014,8,9,2017,2
movie,stop at nothing: the lance armstrong story,alex holmes,stop at nothing: the lance armstrong story,"australia, united kingdom, united states, new zealand, italy, france",nr,"documentaries, international movies, sports movies",2014,15,2,2015,3
movie,story of an egg,raj b. shetty,"raj b. shetty, usha bhandary, shailashree, prakash tuminadu, amrutha naik, shreya anchan, vj vineeth, rahul amin, deepak rai panaje, ramdas",india,tv-pg,"comedies, international movies, romantic movies",2017,15,10,2017,3
movie,straight up,james sweeney,"james sweeney, katie findlay, randall park, hillary anne matthews, james scully, betsy brandt",united states,tv-ma,"comedies, independent movies, lgbtq movies",2020,26,6,2020,4
movie,strange but true,rowan athale,"amy ryan, nick robinson, margaret qualley, greg kinnear, blythe danner, brian cox, connor jessup",canada,pg-13,"dramas, thrillers",2019,30,8,2020,4
movie,stranger than fiction,marc forster,"will ferrell, maggie gyllenhaal, dustin hoffman, queen latifah, emma thompson, kristin chenoweth, tony hale, tom hulce, linda hunt","united states, united kingdom",pg-13,"comedies, romantic movies",2006,1,10,2020,1
tv show,strawberry shortcake: berry bitty adventures,bob hathcock,"anna cummer, janyse jaud, andrea libman, britt mckillip, ingrid nilson, ashleigh ball","france, united states, canada",tv-y,kids' tv,2015,1,1,2016,2
movie,strictly ballroom,baz luhrmann,"paul mercurio, tara morice, bill hunter, pat thomson, gia carides, peter whitford, barry otto, john hannan","australia, united kingdom",pg,"classic movies, comedies, romantic movies",1992,1,1,2020,1
movie,strike a pose,"ester gould, reijer zwaan",strike a pose,"netherlands, belgium",tv-ma,"documentaries, international movies, lgbtq movies",2016,7,4,2017,2
movie,stripes,ivan reitman,"bill murray, harold ramis, warren oates, p.j. soles, sean young, john candy, john larroquette, john voldstad, john diehl, lance legault, judge reinhold",united states,r,"classic movies, comedies, cult movies",1981,1,9,2019,0
movie,striptease,andrew bergman,"demi moore, burt reynolds, armand assante, ving rhames, robert patrick, paul guilfoyle, jerry grayson, rumer willis, robert stanton, william hill",united states,r,"comedies, dramas",1996,1,1,2021,1
tv show,strong girl bong-soon,lee hyung-min,"park bo-young, park hyung-sik, ji soo, shim hye-jin, yu jae-myeong, jeon seok-ho, im won-hee, kim won-hae",south korea,tv-14,"crime tv shows, international tv shows, korean tv shows",2017,24,11,2019,4
movie,stronger than the world,afonso poyart,"josé loreto, cleo pires, milhem cortaz, jackson antunes, claudia ohana, rômulo arantes neto, paloma bernardi, thaila ayala, rafinha bastos, felipe titto",brazil,nr,"action & adventure, dramas, international movies",2016,11,2,2017,3
movie,stuart little 2,rob minkoff,"michael j. fox, geena davis, hugh laurie, jonathan lipnicki, nathan lane, melanie griffith, james woods, steve zahn",united states,pg,"children & family movies, comedies",2002,1,1,2020,1
movie,submission,j.m. berrios,"scott pryor, darrin dewitt henson, eric roberts, kevin sizemore, lorynn york, john gray, sara mcmann, ovince saint preux",united states,tv-ma,"action & adventure, dramas",2019,11,11,2019,3
movie,suburra,stefano sollima,"pierfrancesco favino, elio germano, claudio amendola, alessandro borghi, greta scarano, giulia gorietti, jean-hugues anglade, antonello fassari, lidia vitale","italy, france",nr,"dramas, international movies, thrillers",2015,14,10,2015,3
movie,suckseed,chayanop boonprakob,"jirayu la-ongmanee, pachara chirathivat, nattasha nauljam, thawat pornrattanaprasert",thailand,tv-ma,"comedies, international movies, music & musicals",2011,5,9,2018,2
movie,sudani from nigeria,zakariya,"soubin shahir, samuel abiola robinson, savithri sredharan, aneesh menon",india,tv-14,"comedies, dramas, international movies",2018,1,8,2018,2
movie,suicide (hitabdut),benny fredman,"mali levi, rotem keinan, dror keren, igal naor",israel,tv-ma,"international movies, thrillers",2014,1,7,2016,2
movie,suite française,saul dibb,"michelle williams, matthias schoenaerts, kristin scott thomas, sam riley, ruth wilson, tom schilling, harriet walter, alexandra maria lara, margot robbie, lambert wilson","united kingdom, france, canada, belgium, united states",tv-ma,"dramas, international movies, romantic movies",2014,5,6,2017,2
movie,summer night,joseph cross,"ellar coltrane, callan mcauliffe, ian nelson, lana condor, analeigh tipton, melina vidler, bill milner, justin chatwin, ella hunt, elena kampouris, victoria justice, khris davis, hayden szeto",united states,tv-ma,"comedies, dramas, romantic movies",2019,19,3,2020,3
movie,summer of '92,kasper barfoed,"ulrich thomsen, henning jensen, mikkel boe følsgaard, cyron melville, esben smed jensen, gustav dyekjaer giese, jon lange, allan hyde, johannes lassen, morten vang simonsen","denmark, united kingdom, sweden",tv-ma,"dramas, international movies, sports movies",2015,10,7,2016,3
movie,sunrise,partho sen-gupta,"adil hussain, tannishtha chatterjee, gulnaaz ansari, komal gupta, esha amlani, ashalata wabgaonkar, hridaynath jadhav, chinmay kambli, nandini bora, komal gawade","india, france",tv-ma,"dramas, independent movies, international movies",2014,15,3,2017,3
tv show,super bheem,rajiv chilakabinayak das,"sonal kaushal, rupa bhimani, julie tejwani, sabina malik, jigna bharadhwaj, rajesh kawa",india,tv-y,kids' tv,2019,28,6,2019,4
movie,super bheem bana vajraveer,sumit das,"sonal kaushal, rupa bhimani, julie tejwani, sabina malik, jigna bharadhwaj, rajesh kawa",india,tv-y7,children & family movies,2018,18,6,2019,3
movie,super dark times,kevin phillips,"owen campbell, charlie tahan, elizabeth cappuccino, max talisman, amy hargreaves, sawyer barth, adea lennox, ethan botwick",united states,tv-ma,"dramas, independent movies, thrillers",2017,1,1,2018,2
movie,super nani,indra kumar,"rekha, randhir kapoor, sharman joshi, anupam kher, shweta kumar, varsha usgaonkar, rajesh kumar, shreya narayan",india,tv-pg,"comedies, dramas, international movies",2014,1,3,2018,2
tv show,super wings,gil hoon jung,"luca padovan, evan smolin, junah jang, colin critchley","united states, south korea, china",tv-y,"kids' tv, korean tv shows",2020,1,12,2020,2
movie,superbad,greg mottola,"jonah hill, michael cera, christopher mintz-plasse, bill hader, seth rogen, martha macisaac, emma stone, aviva baumann, joe lo truglio, kevin corrigan",united states,r,"comedies, cult movies",2007,1,1,2021,1
movie,superfly,gordon parks,"ron o'neal, carl lee, sheila frazier, julius harris, charles mcgregor, nate adams, polly niles, yvonne delaine",united states,r,"action & adventure, classic movies, dramas",1972,1,11,2019,0
movie,superman returns,bryan singer,"brandon routh, kate bosworth, kevin spacey, james marsden, parker posey, frank langella, sam huntington, eva marie saint, marlon brando, kal penn",united states,pg-13,"action & adventure, sci-fi & fantasy",2006,1,10,2019,1
movie,superstar,bruce mcculloch,"molly shannon, will ferrell, elaine hendrix, harland williams, mark mckinney, glynis johns, jason blicker, gerry bamman, emmy laybourne, jennifer irwin, tom green",united states,pg-13,comedies,1999,20,11,2019,1
movie,surat dari praha,angga dwimas sasongko,"tio pakusadewo, julie estelle, widyawati, rio dewanto, chicco jerikho, jajang c. noer, shafira umm",indonesia,tv-14,"dramas, international movies, romantic movies",2016,9,10,2018,3
movie,survivors guide to prison,matthew cooke,susan sarandon,united states,tv-ma,documentaries,2017,24,5,2018,4
movie,susanne bartsch: on top,"anthony caronna, alexander smith",susanne bartsch,united states,tv-ma,"documentaries, lgbtq movies",2017,10,12,2018,3
movie,sustainable,matt wechsler,sustainable,united states,tv-g,documentaries,2016,1,3,2017,2
movie,swami,basu chatterjee,"shabana azmi, girish karnad, vikram, dheeraj kumar, shashikala, utpal dutt, preeti ganguli, sudha shivpuri",india,tv-pg,"dramas, independent movies, international movies",1977,31,12,2019,0
movie,sweeney todd: the demon barber of fleet street,tim burton,"johnny depp, helena bonham carter, alan rickman, timothy spall, sacha baron cohen, jamie campbell bower, laura michelle kelly, jayne wisener, ed sanders","united states, united kingdom",r,"dramas, horror movies, music & musicals",2007,1,1,2020,1
movie,sweet virginia,jamie m. dagg,"jon bernthal, christopher abbott, imogen poots, rosemarie dewitt, odessa young, joseph lyle taylor, jonathan tucker, garry chalk, jared abrahamson, gabrielle rose","united states, canada",r,"dramas, independent movies, thrillers",2017,1,12,2019,2
movie,swiss army man,"dan kwan, daniel scheinert","paul dano, daniel radcliffe, mary elizabeth winstead, antonia ribero, timothy eulich, richard gross, marika casteel, andy hull, aaron marshall, shane carruth","united states, sweden",r,"comedies, dramas, independent movies",2016,30,1,2019,4
movie,sword master,derek yee,"kenny lin, peter ho, jiang mengjie, jiang yiyan, paw hee ching","china, hong kong",tv-ma,"action & adventure, dramas, international movies",2016,10,6,2017,3
movie,sword masters: two champions of shaolin,cheh chang,"meng lo, sheng chiang, li wang, siu-ho chin, feng lu, chien sun, hsueh-erh wen, tai-ping yu",hong kong,r,"action & adventure, international movies",1980,16,8,2018,0
tv show,sym-bionic titan,genndy tartakovskybryan andrewspaul rudish,"tara strong, kevin thoms, brian posehn, john dimaggio, tim russ, don leslie, kari wahlgren",united states,tv-pg,kids' tv,2010,15,12,2019,3
movie,taal,subhash ghai,"anil kapoor, aishwarya rai bachchan, akshaye khanna, amrish puri, alok nath, mita vasisht, saurabh shukla, supriya karnik",india,tv-pg,"dramas, international movies, music & musicals",1999,1,3,2018,1
movie,tahaan,santosh sivan,"purav bhandare, anupam kher, rahul bose, victor banerjee, ankush dubey, rasika dugal, rahul khanna, sana shaikh, dheirya sonecha, fatima sana shaikh, sarika",india,tv-14,"dramas, international movies",2008,15,7,2018,3
movie,take me home tonight,michael dowse,"topher grace, anna faris, dan fogler, teresa palmer, chris pratt, michael biehn, jeanie hackett, lucy punch, michelle trachtenberg, demetri martin","united states, germany",r,"comedies, romantic movies",2011,16,5,2019,3
movie,tamanchey,navneet behal,"nikhil dwivedi, richa chadha, damandeep singh baggan, vijay pande, talib mehdi, tushar phulke, mahesh gupta, prasad labhe",india,tv-ma,"action & adventure, international movies, romantic movies",2014,15,10,2017,3
movie,tarif de nuit,julien seri,"jonathan howard, jonathan demurger, fanny valette, jess liaudin",france,tv-ma,"international movies, thrillers",2015,1,3,2018,2
movie,tarzan,"chris buck, kevin lima","tony goldwyn, minnie driver, glenn close, brian blessed, nigel hawthorne, rosie o'donnell, lance henriksen, wayne knight, alex d. linz",united states,g,children & family movies,1999,23,6,2018,4
movie,tarzan 2,brian smith,"harrison chad, george carlin, brad garrett, ron perlman, estelle harris, glenn close, lance henriksen, brenda grate, harrison fahn",united states,g,children & family movies,2005,23,6,2017,4
movie,tattah,sameh abdulaziz,"mohamed saad, dolly shahin, marwa, hayatem, sayed rajab, omar mustafa metwally, samy maghawry, nabil issa, ragaa al-geddawy, samir ghanem",egypt,tv-14,"comedies, international movies",2013,9,5,2019,3
movie,tayo the little bus movie: mission ace,ryu jung-woo,"moon nam-sook, jeong hye-ok, choe hana, gim yeong-seon",united states,tv-y7,children & family movies,2016,1,7,2019,2
movie,teach us all,sonia lowman,teach us all,united states,tv-14,documentaries,2017,25,9,2017,4
movie,teen patti,leena yadav,"amitabh bachchan, madhavan, ben kingsley, shraddha kapoor, siddharth kher, dhruv ganesh, vaibhav talwar",india,tv-pg,"dramas, international movies, thrillers",2010,1,3,2018,2
movie,teenage cocktail,john carchietta,"nichole bloom, fabianne therese, michelle borth, pat healy, aj bowen, joshua leonard",united states,tv-ma,"dramas, independent movies, lgbtq movies",2016,15,1,2017,3
movie,teenage mutant ninja turtles,kevin munroe,"chris evans, sarah michelle gellar, mako iwamatsu, kevin smith, patrick stewart, zhang ziyi, laurence fishburne, mitchell whitfield, james arnold taylor, mikey kelley, nolan north","hong kong, united states",pg,"children & family movies, comedies",2007,1,5,2019,1
movie,teenage mutant ninja turtles ii: the secret of the ooze,michael pressman,"paige turco, david warner, mark caso, michelan sisti, leif tilden, kenn scott, kevin clash, ernie reyes jr., françois chau, kevin nash","united states, hong kong",pg,"children & family movies, comedies",1991,1,1,2020,1
movie,tees maar khan,farah khan,"katrina kaif, akshay kumar, akshaye khanna, arya babbar, rajiv lakshman, raghu ram, vijay maurya, dharampal, ali asghar, murli sharma",india,tv-pg,"comedies, international movies, music & musicals",2010,2,8,2018,2
movie,tellur aliens,einar gabbassov,tellur aliens,"united states, kazakhstan",tv-y7,children & family movies,2016,1,12,2016,2
movie,temporada de caza,natalia garagiola,"germán palacios, lautaro bettoni, boy olmi, rita pauls, pilar benitez vibart, diana szeinblum","argentina, france, united states, germany, qatar",tv-ma,"dramas, international movies",2017,15,7,2018,3
movie,ten years,"jevons au, zune kwok, chow kwun-wai, ng ka-leung, wong fei-pang","wong jing, lau ho-chi, leung kin-ping",hong kong,tv-ma,"dramas, independent movies, international movies",2015,12,2,2019,3
movie,terminator 3: rise of the machines,jonathan mostow,"arnold schwarzenegger, nick stahl, claire danes, kristanna loken, david andrews, mark famiglietti, earl boen, moira sinise, chopper bernet, christopher lawford","united states, germany, united kingdom",r,"action & adventure, sci-fi & fantasy",2003,1,1,2020,1
movie,terminator salvation,mcg,"christian bale, sam worthington, moon bloodgood, helena bonham carter, anton yelchin, jadagrace, bryce dallas howard, common, jane alexander, michael ironside","united states, germany, united kingdom, italy",pg-13,"action & adventure, sci-fi & fantasy",2009,1,1,2020,2
movie,terra,"yann arthus-bertrand, michael pitiot",vanessa paradis,france,tv-pg,"documentaries, international movies",2015,1,5,2016,2
movie,terrifier,damien leone,"jenna kanell, samantha scaffidi, david howard thornton, catherine corcoran, pooya mohseni, matt mcallister, katie maguire, gino cafarelli, cory duval, michael leavy",united states,tv-ma,"horror movies, independent movies, thrillers",2017,1,9,2018,2
movie,teshan,sukhbir singh,"happy raikoti, diljott, prince kanwaljit singh, karamjit anmol, harinder bhullar, virast sandhu, anita devgan, simran sehajpal",india,tv-pg,"comedies, international movies, romantic movies",2016,15,10,2017,3
movie,tezz,priyadarshan,"anil kapoor, ajay devgn, boman irani, kangna ranaut, zayed khan, mallika sherawat, avika gor, dominic power, sameera reddy, mohanlal","united kingdom, india",tv-ma,"action & adventure, international movies, music & musicals",2012,1,12,2017,2
tv show,th eena meena deeka chase comedy show,dheeraj berry,"sanjay keni, priya raina",india,tv-y7,"kids' tv, tv comedies",2015,31,3,2018,4
tv show,that '70s show,"bonnie and terry turner
mark brazill","topher grace, mila kunis, ashton kutcher, danny masterson, laura prepon, wilmer valderrama, debra jo rupp, kurtwood smith, don stark, tanya roberts, tommy chong, lisa robin kelly",united states,tv-14,tv comedies,2005,1,11,2017,1
movie,the 24 hour war,"nate adams, adam carolla",the 24 hour war,united states,tv-ma,"documentaries, sports movies",2016,15,11,2019,3
movie,the 4th company,"mitzi vanessa arreola, amir galvan cervera","adrian ladron, andoni gracia, hernán mendoza, gabino rodríguez, darío t. pie, manuel ojeda","mexico, spain",tv-ma,"action & adventure, dramas, international movies",2016,6,4,2018,2
movie,the accountant of auschwitz,matthew shoychet,the accountant of auschwitz,canada,tv-14,"documentaries, international movies",2018,1,7,2019,2
movie,the adderall diaries,pamela romanowsky,"james franco, ed harris, amber heard, jim parrack, timothée chalamet, wilmer valderrama, cynthia nixon, christian slater, michael cristofer, danny flaherty, adam lefevre",united states,r,"dramas, thrillers",2015,15,7,2018,3
movie,the adventure club,geoff anderson,"sam ashe arnold, jakob davies, dalila bela, robin dunne, gabrielle miller, billy zane, josh mcdonald, lorne cardinal, kim coates, glenn paradis",canada,tv-y7,children & family movies,2016,10,5,2017,3
movie,the adventures of sharkboy and lavagirl,robert rodriguez,"taylor lautner, taylor dooley, cayden boyd, george lopez, david arquette, kristin davis, jacob davich, sasha pieterse, rico torres",united states,pg,children & family movies,2005,2,12,2020,1
movie,the adventures of tintin,steven spielberg,"jamie bell, andy serkis, daniel craig, nick frost, simon pegg, daniel mays, gad elmaleh, toby jones, joe starr","united states, new zealand, united kingdom",pg,children & family movies,2011,20,11,2019,3
movie,the aerial,esteban sapir,"rafael ferro, sol moreno, jonathan sandor, alejandro urdapilleta, julieta cardinali, florencia raggi, valeria bertuccelli, raúl hochman, ricardo merkin, carlos piñeyro",argentina,tv-ma,"dramas, international movies, sci-fi & fantasy",2007,1,4,2018,1
movie,the age of shadows,jee-woon kim,"kang-ho song, gong yoo, ji-min han, tae-goo eom, sung-rok shin, hee-soon park, young-ju seo, song kang-ho",south korea,tv-ma,"action & adventure, dramas, international movies",2016,1,1,2018,2
movie,the american president,rob reiner,"michael douglas, annette bening, martin sheen, michael j. fox, david paymer, samantha mathis, john mahoney, anna deavere smith, nina siemaszko, wendie malick, shawna waldron, richard dreyfuss, joshua malina",united states,pg-13,"comedies, dramas, romantic movies",1995,1,1,2021,1
movie,the amityville horror,andrew douglas,"ryan reynolds, melissa george, chloë grace moretz, jesse james, jimmy bennett, rachel nichols, philip baker hall, isabel conner, brendan donaldson, annabel armour",united states,r,horror movies,2005,1,1,2020,1
tv show,the andy griffith show,sheldon leonard,"andy griffith, ron howard, don knotts, frances bavier, howard mcnear, hope summers",united states,tv-g,"classic & cult tv, tv comedies",1967,1,7,2017,0
movie,the angry birds movie 2,"thurop van orman, john rice","jason sudeikis, rachel bloom, leslie jones, josh gad, bill hader, danny mcbride, awkwafina, sterling k. brown, tiffany haddish, eugenio derbez","finland, united states",pg,"children & family movies, comedies",2019,27,2,2020,4
movie,the animal people,"denis hennelly, casey suchan",the animal people,united states,tv-ma,documentaries,2019,11,3,2020,3
movie,the ant's scream,sameh abdulaziz,"amr abdel-geleel, rania yousef, salloum haddad, hesham al-meligy, farida al-gready, ahmad wafiq, mohamed abo el hassan, amr sakr, ahmed gamal saeed, riham ayman",egypt,tv-14,"comedies, dramas, international movies",2010,13,6,2019,3
tv show,the apartment,billy wilder,"jamie durie, laurence llewelyn-bowen",singapore,tv-pg,"international tv shows, reality tv",2014,14,12,2018,3
movie,the apostate,federico veiroj,"álvaro ogalla, marta larralde, bárbara lennie, vicky peña, juan calot, kaiet rodriguez, andrés gertrúdix, joaquín climent, álvaro roig, tino martinez, mercedes hoyos","spain, france, uruguay",tv-ma,"comedies, dramas, international movies",2015,10,5,2017,3
movie,the art of the steal,jonathan sobol,"kurt russell, jay baruchel, katheryn winnick, chris diamantopoulos, kenneth welsh, jason jones, terence stamp, matt dillon, devon bostick","canada, united states",r,"action & adventure, comedies, independent movies",2013,8,12,2018,2
movie,the art of war,christian duguay,"wesley snipes, anne archer, maury chaykin, marie matiko, cary-hiroyuki tagawa, michael biehn, donald sutherland, liliana komorowska, james hong","united states, canada",r,action & adventure,2000,1,7,2020,1
movie,the assignment,walter hill,"michelle rodriguez, sigourney weaver, tony shalhoub, anthony lapaglia, caitlin gerard, brent langdon, adrian hough, ken kirzinger, darryl quon, caroline chan","france, canada, united states",r,action & adventure,2016,15,3,2020,3
